qid,replica,model,query,mode,parse_ok,parse_error,winner_letter,winner_method,confidence,failure_letters,ranking_letters,ranking_methods,overall_A,overall_B,overall_C,overall_D,overall_E,decision_letter,decision_method,reason,source_file
Q007,2,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Candidate B directly addresses the query about macros in the mailing constructor by explaining what macros are, providing specific examples (customer_name, customer_discount), and describing how they are used for personalization. Candidate A discusses action blocks and message sending but contains no information about macros.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q007_2.json
Q007,3,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Candidate B directly addresses the query about macros in the mailing constructor by explaining what macros are, providing specific examples (customer_name, customer_discount), and describing how they are used for personalization. Candidate A discusses action blocks and message sending but contains no information about macros.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q007_3.json
Q007,1,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос пользователя, объясняя, что такое макросы в контексте рассылок и как они используются для персонализации. Кандидат A описывает блоки действий и элементы сообщений, что менее релевантно запросу о макросах.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q007_1.json
Q007,2,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос, объясняя, что такое макросы в рассылках и как они используются для персонализации. Кандидат A описывает блоки действий и элементы сообщений, но не упоминает макросы.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q007_2.json
Q007,3,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос пользователя, объясняя, что такое макросы в контексте рассылок и как они используются для персонализации. Кандидат A описывает блоки действий и элементы сообщений, но не упоминает макросы.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q007_3.json
Q007,1,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B непосредственно обсуждает использование макросов в контексте рассылок, что соответствует запросу пользователя. Кандидат A не содержит информации о макросах и фокусируется на других действиях в рассылках.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q007_1.json
Q007,2,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Контекст B непосредственно обсуждает использование макросов в рассылках, что соответствует запросу пользователя. Контекст A не содержит информации о макросах и фокусируется на других аспектах рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q007_2.json
Q007,3,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B непосредственно обсуждает использование макросов в контексте рассылок, что соответствует запросу. Кандидат A не содержит информации о макросах и фокусируется на других аспектах рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q007_3.json
Q009,1,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Context A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by explaining the scenario structure, components (Start event, action blocks, connections), and execution mechanism. Context B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q009_1.json
Q009,2,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Context A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by explaining the structure and components of a mailing scenario, including the Start event, action blocks, and their connections. Context B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q009_2.json
Q009,3,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by describing the scenario structure, components (Start event, action blocks, connections), and execution process. Candidate B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q009_3.json
Q009,1,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку и структуру сценария рассылки, включая начальное событие, блоки действий и связи между ними. Это напрямую связано с ходом исполнения рассылок. Кандидат Б описывает аудит вызовов событий и фильтрацию, что менее релевантно запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q009_1.json
Q009,2,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку сценария рассылки, включая начальную точку, блоки действий и связи между ними, что напрямую относится к ходу исполнения рассылок. Кандидат Б описывает аудит вызовов событий, что менее релевантно.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q009_2.json
Q009,3,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку сценария рассылки, включая его структуру (событие Start, блоки действий, связи) и процесс создания. Кандидат B фокусируется на аудите вызовов событий и поиске по их характеристикам, что менее релевантно запросу о ходе исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q009_3.json
Q009,1,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки и его исполнении, что непосредственно связано с запросом о ходе исполнения рассылок. Контекст B, хотя и содержит информацию о событиях, не фокусируется на процессе рассылки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q009_1.json
Q009,2,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки и его исполнении, что непосредственно связано с запросом о ходе исполнения рассылок. Контекст B касается аудита вызовов событий, что менее релевантно для понимания процесса рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q009_2.json
Q009,3,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки и его исполнении, что напрямую связано с запросом о ходе исполнения рассылок. Контекст B касается аудита вызовов событий, что менее релевантно для понимания процесса исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q009_3.json
Q010,1,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing step-by-step instructions for widget creation and setup. Candidate B discusses mailing campaign conditions and has no relevance to widget creation or configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q010_1.json
Q010,2,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing step-by-step instructions for widget creation and setup. Candidate B discusses mailing campaign conditions and has no relevance to widget creation or configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q010_2.json
Q010,3,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about widget creation and configuration, providing step-by-step instructions for creating a widget. Candidate B discusses mailing campaign settings and conditions, which is completely unrelated to widget creation and configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\claude-haiku-4-5-20251001\Q010_3.json
Q010,1,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит информацию о создании и настройке виджетов для сайта компании, что точно соответствует запросу пользователя. Кандидат B описывает настройки рассылок, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q010_1.json
Q010,2,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит информацию о создании и настройке виджетов для сайта компании, что соответствует запросу пользователя. Кандидат B описывает условия начала рассылок, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q010_2.json
Q010,3,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит информацию о создании и настройке виджетов для сайта компании, включая пошаговую инструкцию. Кандидат Б описывает условия начала рассылок, что не относится к теме создания виджетов.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gemini-2.5-flash-lite\Q010_3.json
Q010,1,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую соответствует запросу пользователя. Кандидат B не содержит информации о виджетах и не отвечает на запрос.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q010_1.json
Q010,2,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую соответствует запросу пользователя. Контекст B не содержит информации о виджетах и сосредоточен на рассылках, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q010_2.json
Q010,3,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую соответствует запросу пользователя. Контекст B не содержит информации о виджетах и сосредоточен на настройках рассылки, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_no_dist\gpt-4o-mini\Q010_3.json
