qid,replica,model,query,mode,parse_ok,parse_error,winner_letter,winner_method,confidence,failure_letters,ranking_letters,ranking_methods,overall_A,overall_B,overall_C,overall_D,overall_E,decision_letter,decision_method,reason,source_file
Q007,2,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Candidate B directly addresses the query about macros in the mailing constructor by explaining what macros are, providing specific examples (customer_name, customer_discount), and describing how they enable personalization. Candidate A discusses action blocks and message sending but contains no information about macros.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q007_2.json
Q007,3,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Candidate B directly addresses the query about macros in the mailing constructor by explaining what macros are, providing specific examples (customer_name, customer_discount), and describing how they are used to personalize mailings. Candidate A discusses action blocks and message sending but contains no information about macros.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q007_3.json
Q007,1,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос, объясняя, что такое макросы в контексте рассылок и как они используются для персонализации. Кандидат A описывает блоки действий и элементы сообщений, но не упоминает макросы.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q007_1.json
Q007,2,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос пользователя, объясняя, что такое макросы в контексте рассылок и как они используются для персонализации. Кандидат A описывает блоки действий и типы сообщений, но не упоминает макросы.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q007_2.json
Q007,3,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B напрямую отвечает на запрос о макросах в конструкторе рассылок, объясняя их назначение и приводя примеры. Кандидат A описывает блоки действий и элементы сообщений, но не упоминает макросы.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q007_3.json
Q007,1,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B непосредственно обсуждает использование макросов в рассылках, что соответствует запросу пользователя. Кандидат A не упоминает макросы и сосредоточен на других аспектах рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q007_1.json
Q007,2,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B непосредственно обсуждает использование макросов в контексте рассылок, что соответствует запросу пользователя. Кандидат A не упоминает макросы и сосредоточен на других действиях в рассылках.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q007_2.json
Q007,3,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Контекст B непосредственно обсуждает использование макросов в рассылках, что соответствует запросу. Контекст A не упоминает макросы и сосредоточен на других действиях в конструкторе рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q007_3.json
Q009,1,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by explaining the structure and components of a mailing scenario, including the Start event, action blocks, and their connections. Candidate B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q009_1.json
Q009,2,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by describing the scenario structure, components (Start event, action blocks, connections), and execution process. Candidate B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q009_2.json
Q009,3,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the query about 'ход исполнения рассылок' (execution flow of mailings) by describing the scenario structure, components (Start event, action blocks, connections), and execution process. Candidate B discusses event auditing and filtering, which is tangential to understanding the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q009_3.json
Q009,1,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку и структуру сценария рассылки, включая начальную точку, блоки действий и связи между ними. Кандидат Б фокусируется на аудите вызовов событий и фильтрации, что менее релевантно для понимания хода исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q009_1.json
Q009,2,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку и структуру сценария рассылки, включая начальную точку, блоки действий и связи между ними. Кандидат Б описывает аудит вызовов событий, что менее релевантно запросу о ходе исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q009_2.json
Q009,3,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает настройку сценария рассылки, включая события, блоки действий и связи между ними. Кандидат Б описывает аудит вызовов событий, что менее релевантно запросу о ходе исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q009_3.json
Q009,1,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат A предоставляет информацию о настройке сценария рассылки и его исполнении, что напрямую связано с запросом о ходе исполнения рассылок. Кандидат B касается аудита вызовов событий, что менее релевантно для запроса.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q009_1.json
Q009,2,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат A предоставляет информацию о настройке сценария рассылки и его структуре, что напрямую связано с темой исполнения рассылок. Кандидат B сосредоточен на аудите вызовов событий, что менее релевантно для понимания процесса рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q009_2.json
Q009,3,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат A предоставляет информацию о настройке сценария рассылки и процессе его выполнения, что непосредственно связано с запросом о ходе исполнения рассылок. Кандидат B, хотя и описывает аудит событий, не охватывает процесс исполнения рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q009_3.json
Q010,1,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing step-by-step instructions for widget creation and setup. Candidate B discusses mailing campaign conditions and has no relevance to widget creation or configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q010_1.json
Q010,2,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing step-by-step instructions for widget creation and setup. Candidate B discusses mailing campaign conditions and has no relevance to widget creation or configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q010_2.json
Q010,3,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing step-by-step instructions for widget creation and setup. Candidate B discusses mailing campaign conditions and has no relevance to widget creation or configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\claude-haiku-4-5-20251001\Q010_3.json
Q010,1,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит пошаговую инструкцию по созданию виджета, что напрямую соответствует запросу пользователя. Кандидат Б описывает настройки рассылок, что не имеет отношения к теме виджетов.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q010_1.json
Q010,2,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит информацию о создании и настройке виджетов для сайта компании, что соответствует запросу пользователя. Кандидат Б описывает условия начала рассылок, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q010_2.json
Q010,3,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А содержит информацию о создании и настройке виджетов для сайта компании, включая пошаговую инструкцию. Кандидат Б описывает условия начала рассылок, что не относится к теме создания виджетов.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gemini-2.5-flash-lite\Q010_3.json
Q010,1,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую соответствует запросу пользователя. Контекст B не содержит информации о виджетах и не отвечает на запрос.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q010_1.json
Q010,2,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую отвечает на запрос. Контекст B не имеет отношения к созданию виджетов и обсуждает настройки рассылки, что не соответствует теме.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q010_2.json
Q010,3,gpt-4o-mini,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет конкретные шаги по созданию и настройке виджета, что напрямую соответствует запросу пользователя. Контекст B не содержит информации о виджетах и касается только рассылок, что не релевантно.",artifacts\judge_outputs\ablation_pairs\baseline_vs_text_only\gpt-4o-mini\Q010_3.json
