qid,replica,model,query,mode,parse_ok,parse_error,winner_letter,winner_method,confidence,failure_letters,ranking_letters,ranking_methods,overall_A,overall_B,overall_C,overall_D,overall_E,decision_letter,decision_method,reason,source_file
Q002,1,gemini-2.5-flash-lite,связи между блоками рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Neither context provides information about the connections between mailing blocks. Context A discusses message ordering within a block, and Context B is a title without content.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q002_1.json
Q002,2,gemini-2.5-flash-lite,связи между блоками рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Кандидат А описывает упорядочивание сообщений внутри блока, что не относится к связям между блоками. Кандидат Б содержит только заголовок, не предоставляя никакой информации по запросу. Оба кандидата не содержат релевантной информации.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q002_2.json
Q002,3,gemini-2.5-flash-lite,связи между блоками рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Neither context provides information about the connections between mailing blocks. Context A discusses message ordering within a block, and Context B is a title without content.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q002_3.json
Q002,1,gpt-4o-mini,связи между блоками рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста не содержат информации о связях между блоками рассылки. Кандидат A говорит о порядке сообщений, а кандидат B — о запуске рассылок, что не относится к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q002_1.json
Q002,2,gpt-4o-mini,связи между блоками рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста не содержат информации о связях между блоками рассылки. Кандидат A говорит о порядке сообщений, а кандидат B — о запуске рассылок, что не относится к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q002_2.json
Q002,3,gpt-4o-mini,связи между блоками рассылки,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат A содержит информацию о порядке сообщений в блоке, что может быть связано с темой связей между блоками рассылки. Кандидат B не предоставляет никакой информации, относящейся к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q002_3.json
Q003,1,claude-haiku-4-5-20251001,добавление действий в блоки рассылки,pairwise,1,,,,,,,,,,,,,A,stable_drill_narrow,"Both contexts contain identical information about adding action blocks to mailings (via the 'Add block' button), but Candidate A is complete and self-contained, while Candidate B appears truncated with an incomplete section header at the end that provides no additional relevant information.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q003_1.json
Q003,2,claude-haiku-4-5-20251001,добавление действий в блоки рассылки,pairwise,1,,,,,,,,,,,,,A,stable_drill_narrow,"Both candidates contain identical content about adding action blocks to mailings (via the 'Добавить блок' button), but candidate B includes an additional section header 'Запуск, перезапуск и остановка рассылок' that is irrelevant to the query about adding actions to mailing blocks. Candidate A stays focused on the relevant topic without extraneous content.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q003_2.json
Q003,3,claude-haiku-4-5-20251001,добавление действий в блоки рассылки,pairwise,1,,,,,,,,,,,,,A,stable_drill_narrow,"Both candidates contain identical content about adding action blocks to mailings through the 'Add block' button. However, candidate B includes an additional section header 'Запуск, перезапуск и остановка рассылок' (Launch, restart and stop mailings) that is irrelevant to the query about adding actions to mailing blocks, introducing topic drift. Candidate A remains focused on the relevant content without extraneous material.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q003_3.json
Q003,1,gemini-2.5-flash-lite,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о добавлении блоков действий в сценарий рассылки. Контекст B содержит дополнительный раздел, который не относится к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q003_1.json
Q003,2,gemini-2.5-flash-lite,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о добавлении блоков действий в сценарий рассылки. Контекст B содержит дополнительный раздел, который не относится к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q003_2.json
Q003,3,gemini-2.5-flash-lite,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о добавлении блоков действий в сценарий рассылки. Контекст B содержит дополнительный раздел, который не относится к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q003_3.json
Q003,1,gpt-4o-mini,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о настройке сценария рассылки и добавлении блоков действий, но оба не предоставляют дополнительной информации, которая могла бы помочь в ответе на запрос. Поэтому они равнозначны по полезности.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q003_1.json
Q003,2,gpt-4o-mini,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о настройке сценария рассылки и добавлении блоков действий, но не предоставляют дополнительной информации, которая могла бы помочь лучше ответить на запрос.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q003_2.json
Q003,3,gpt-4o-mini,добавление действий в блоки рассылки,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат одинаковую информацию о настройке сценария рассылки и добавлении блоков действий. Однако ни один из них не предоставляет дополнительной информации, которая могла бы лучше ответить на запрос.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q003_3.json
Q004,1,claude-haiku-4-5-20251001,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Both contexts are identical in their substantive content and both are completely irrelevant to the user query about adding and editing media groups. Neither context contains any information about media groups, making them equally unhelpful for answering the query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q004_1.json
Q004,2,claude-haiku-4-5-20251001,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Both contexts are identical in their substantive content and both are completely irrelevant to the user query about adding and editing media groups. Neither context contains any information about media groups, making them equally unhelpful for answering the query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q004_2.json
Q004,3,claude-haiku-4-5-20251001,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Both contexts are identical in their substantive content and both are completely irrelevant to the user query about adding and editing media groups. Neither context contains any information about media groups, making them equally unhelpful for answering the query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q004_3.json
Q004,1,gemini-2.5-flash-lite,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба кандидата содержат идентичную информацию, которая не имеет отношения к запросу пользователя о добавлении и редактировании медиа групп. Информация касается редактирования событий.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q004_1.json
Q004,2,gemini-2.5-flash-lite,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,Both candidates are identical and do not contain information about adding or editing media groups. They only discuss editing events.,artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q004_2.json
Q004,3,gemini-2.5-flash-lite,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,Both candidates are identical and do not contain information about adding or editing media groups. They only discuss editing events.,artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q004_3.json
Q004,1,gpt-4o-mini,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Обе кандидатуры содержат идентичную информацию о редактировании событий, но не упоминают конкретно о добавлении медиа групп. Поэтому ни одна из них не предоставляет явного преимущества для ответа на запрос.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q004_1.json
Q004,2,gpt-4o-mini,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Оба контекста содержат идентичную информацию о редактировании событий, но не упоминают конкретно о добавлении и редактировании медиа групп. Поэтому ни один из контекстов не предоставляет явного преимущества.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q004_2.json
Q004,3,gpt-4o-mini,добавление и редактирование медиа групп,pairwise,1,SALVAGED_FROM_ERROR,,,,,,,,,,,,,,"Обе кандидатуры содержат идентичную информацию о редактировании событий, что не дает явного преимущества одной из них. Они обе не касаются добавления медиа групп, что делает их равнозначными по полезности для запроса.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q004_3.json
Q006,1,claude-haiku-4-5-20251001,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"The user query asks about 'условия вопросов в формах' (conditions of questions in forms). Candidate B directly addresses this topic by explaining how to configure conditions for sending questions to clients, including examples and limitations. Candidate A discusses basic question settings and configuration but does not address conditions for question delivery, which is the core of the query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q006_1.json
Q006,2,claude-haiku-4-5-20251001,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"The user query asks about 'условия вопросов в формах' (conditions of questions in forms). Candidate B directly addresses this topic by explaining how to configure conditions for sending questions to clients, including examples and limitations. Candidate A discusses basic question settings but does not cover conditions for question delivery, making it less relevant to the specific query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q006_2.json
Q006,3,claude-haiku-4-5-20251001,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"The user query asks about 'условия вопросов в формах' (conditions of questions in forms). Candidate B directly addresses the configuration of conditions for sending questions, explaining when and why questions are sent to clients based on specific conditions. Candidate A discusses basic question settings but does not cover the conditions aspect that the query specifically asks about.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q006_3.json
Q006,1,gemini-2.5-flash-lite,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Кандидат B напрямую отвечает на запрос пользователя об условиях вопросов в формах, описывая, как настраивать условия отправки вопросов и приводя пример. Кандидат A описывает основные настройки вопросов, но не условия их отправки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q006_1.json
Q006,2,gemini-2.5-flash-lite,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Кандидат B напрямую описывает настройку условий отправки вопросов, что соответствует запросу пользователя. Кандидат A описывает основные настройки вопросов, но не условия их отправки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q006_2.json
Q006,3,gemini-2.5-flash-lite,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Кандидат B напрямую описывает настройку условий отправки вопросов, что соответствует запросу пользователя. Кандидат A описывает основные настройки вопросов, но не условия их отправки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q006_3.json
Q006,1,gpt-4o-mini,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Контекст B содержит информацию о настройке условий отправки вопросов, что напрямую связано с темой 'условия вопросов в формах'. Контекст A больше фокусируется на основных настройках вопросов, что менее релевантно к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q006_1.json
Q006,2,gpt-4o-mini,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Контекст B более релевантен запросу, так как он описывает условия, при которых вопросы отправляются клиенту, что непосредственно связано с 'условиями вопросов в формах'. Контекст A больше фокусируется на настройках вопросов, но не затрагивает условия их отправки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q006_2.json
Q006,3,gpt-4o-mini,условия вопросов в формах,pairwise,1,,,,,,,,,,,,,B,stable_drill_narrow,"Кандидат B содержит информацию о настройках условий отправки вопросов, что непосредственно связано с запросом о 'условиях вопросов в формах'. Кандидат A предоставляет информацию о настройках вопросов, но не о условиях их отправки.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q006_3.json
Q007,1,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Context B directly addresses how macros are used in the mailing constructor with practical examples (customer_name, customer_discount) and explains the workflow of creating personalized mailings. Context A provides only technical type definitions of macros without explaining their application in the mailing constructor interface.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q007_1.json
Q007,2,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Context B directly addresses how macros are used in the mailing constructor (конструкторе рассылок) with practical examples of macro usage and personalization, while Context A only describes macro data types without explaining their application in the mailing constructor itself.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q007_2.json
Q007,3,claude-haiku-4-5-20251001,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Context B directly addresses how macros are used in the mailing constructor (конструкторе рассылок) with practical examples of macro usage and personalization, while Context A only describes macro types in technical terms without explaining their application in the mailing constructor interface.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q007_3.json
Q007,1,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B лучше отвечает на запрос, так как он объясняет, как макросы используются для персонализации рассылок и приводит примеры макросов. Кандидат A описывает типы макросов, но не объясняет их применение в конструкторе рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q007_1.json
Q007,2,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B лучше отвечает на запрос, так как он объясняет, как макросы используются для персонализации рассылок, приводя конкретные примеры макросов. Кандидат А описывает типы макросов, но не их применение в конструкторе рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q007_2.json
Q007,3,gemini-2.5-flash-lite,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B лучше отвечает на запрос, так как он объясняет, как макросы используются для персонализации рассылок и приводит примеры макросов. Кандидат A описывает только типы макросов, что менее релевантно запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q007_3.json
Q007,1,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Кандидат B предоставляет информацию о том, как макросы могут использоваться для персонализации рассылок, что непосредственно связано с запросом. Кандидат A описывает типы макросов, но не объясняет их применение в контексте рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q007_1.json
Q007,2,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Контекст B более релевантен, так как он описывает использование макросов для персонализации рассылок, что напрямую связано с запросом о макросах в конструкторе рассылок. Контекст A предоставляет информацию о типах макросов, но не объясняет их применение в контексте рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q007_2.json
Q007,3,gpt-4o-mini,макросы в конструкторе рассылок,pairwise,1,,,,,,,,,,,,,B,stable_baseline,"Контекст B предоставляет информацию о том, как макросы используются для персонализации рассылок, что напрямую связано с запросом. Контекст A описывает типы макросов, но не объясняет их применение в конструкторе рассылок.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q007_3.json
Q009,1,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A provides substantive information about the execution flow of mailings (ход исполнения рассылок), describing the scenario structure, components (Start event, action blocks, connections), and how they work together. Candidate B contains only a section header with no actual content, providing no support for answering the query.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q009_1.json
Q009,2,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A provides substantive information about the execution flow of mailings, explaining the scenario structure with Start events, action blocks, and their connections. Candidate B contains only a section header with no actual content, providing no support for answering the query about the execution process of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q009_2.json
Q009,3,claude-haiku-4-5-20251001,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Context A provides substantive information about how mailing campaigns are structured and executed, including details about scenarios, events, action blocks, and their connections. Context B contains only a section header with no actual content, providing no support for answering the query about the execution flow of mailings.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q009_3.json
Q009,1,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А предоставляет подробную информацию о настройке сценария рассылки, включая его компоненты (событие Start, блоки действий, связи) и процесс их создания. Кандидат Б содержит только заголовок, не предоставляя никакой содержательной информации.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q009_1.json
Q009,2,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А предоставляет подробную информацию о настройке сценария рассылки, включая его компоненты (событие Start, блоки действий, связи) и процесс их создания. Кандидат Б содержит только заголовок, не давая никакой информации по существу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q009_2.json
Q009,3,gemini-2.5-flash-lite,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А предоставляет информацию о настройке сценария рассылки, включая его структуру (событие Start, блоки действий, связи) и процесс создания. Кандидат Б содержит только заголовок, не предоставляя никакой релевантной информации.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q009_3.json
Q009,1,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки и процессе его выполнения, что непосредственно связано с темой исполнения рассылок. Контекст B содержит только заголовок, не предоставляя полезной информации.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q009_1.json
Q009,2,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки, включая детали о событиях и блоках действий, что непосредственно связано с исполнением рассылок. Контекст B не содержит информации, относящейся к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q009_2.json
Q009,3,gpt-4o-mini,ход исполнения рассылок,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Контекст A предоставляет информацию о настройке сценария рассылки и его компонентах, что напрямую связано с исполнением рассылок. Контекст B не содержит информации, относящейся к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gpt-4o-mini\Q009_3.json
Q010,1,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Context A directly addresses the user query about creating and configuring widgets, providing specific step-by-step instructions for widget creation and setup. Context B discusses email campaign scenarios and is completely unrelated to widgets.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q010_1.json
Q010,2,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Context A directly addresses the user query about creating and configuring widgets, providing specific step-by-step instructions for widget creation. Context B discusses email campaign scenarios and is completely unrelated to widgets.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q010_2.json
Q010,3,claude-haiku-4-5-20251001,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Candidate A directly addresses the user query about creating and configuring widgets, providing specific step-by-step instructions for widget creation including where to find the creation button and how to name the widget. Candidate B discusses email campaign scenarios and is entirely unrelated to widget creation and configuration.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\claude-haiku-4-5-20251001\Q010_3.json
Q010,1,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А напрямую описывает процесс создания и настройки виджетов для сайта компании, что соответствует запросу пользователя. Кандидат Б описывает настройку сценария рассылки, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q010_1.json
Q010,2,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А описывает создание и настройку виджетов для сайта компании, что соответствует запросу пользователя. Кандидат Б описывает настройку сценария рассылки, что не имеет отношения к запросу.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q010_2.json
Q010,3,gemini-2.5-flash-lite,создание и настройки виджета,pairwise,1,,,,,,,,,,,,,A,stable_baseline,"Кандидат А напрямую описывает процесс создания и настройки виджетов для сайта компании, что соответствует запросу пользователя. Кандидат Б описывает настройку сценария рассылки, что не имеет отношения к виджетам.",artifacts\judge_outputs\ablation_pairs\baseline_vs_drill_narrow\gemini-2.5-flash-lite\Q010_3.json
